Indicator,Country,Time,Value,Flags
Percentage of students in tertiary ISCED 5A programmes who are female (%),Palau,2013,58.16918,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Uganda,1999,34.52567,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Uganda,2000,34.10953,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Uganda,2001,34.51006,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Uganda,2004,38.41654,
Percentage of students in tertiary education who are female (%),Saudi Arabia,1999,54.42746,
Percentage of students in tertiary education who are female (%),Saudi Arabia,2000,55.92634,
Percentage of students in tertiary education who are female (%),Saudi Arabia,2001,54.88542,
Percentage of students in tertiary education who are female (%),Saudi Arabia,2002,55.81857,
Percentage of students in tertiary education who are female (%),Saudi Arabia,2003,58.24526,
Percentage of students in tertiary education who are female (%),Saudi Arabia,2004,58.71702,
Percentage of students in tertiary education who are female (%),Saudi Arabia,2005,58.0114,
Percentage of students in tertiary education who are female (%),Saudi Arabia,2006,57.87853,
Percentage of students in tertiary education who are female (%),Saudi Arabia,2007,54.69135,
Percentage of students in tertiary education who are female (%),Saudi Arabia,2008,54.69109,
Percentage of students in tertiary education who are female (%),Saudi Arabia,2009,54.69113,
Percentage of students in tertiary education who are female (%),Saudi Arabia,2010,52.42832,
Percentage of students in tertiary education who are female (%),Saudi Arabia,2011,51.26693,
Percentage of students in tertiary education who are female (%),Saudi Arabia,2012,49.26555,
Percentage of students in tertiary education who are female (%),Lesotho,1999,63.74197,
Percentage of students in tertiary education who are female (%),Lesotho,2000,61.83445,ﾇ
Percentage of students in tertiary education who are female (%),Lesotho,2001,63.46463,
Percentage of students in tertiary education who are female (%),Lesotho,2002,58.04196,
Percentage of students in tertiary education who are female (%),Lesotho,2003,61.31303,
Percentage of students in tertiary education who are female (%),Lesotho,2005,56.87042,
Percentage of students in tertiary education who are female (%),Lesotho,2006,55.17647,
Percentage of students in tertiary education who are female (%),Lesotho,2012,59.4033,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Guyana,2003,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Guyana,2004,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Guyana,2005,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Guyana,2006,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Guyana,2007,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Guyana,2008,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Guyana,2009,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Guyana,2010,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Guyana,2011,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Guyana,2012,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Tunisia,1999,49.28443,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Tunisia,2001,49.27972,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Tunisia,2005,55.19298,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Tunisia,2010,56.18736,
Percentage of students in tertiary ISCED 5B programmes who are female (%),Mauritania,2001,20,
Percentage of students in tertiary ISCED 5B programmes who are female (%),Mauritania,2002,18.13725,
Percentage of students in tertiary ISCED 5B programmes who are female (%),Mauritania,2003,12.69036,+
Percentage of students in tertiary ISCED 5B programmes who are female (%),Mauritania,2004,12.52796,
Percentage of students in tertiary ISCED 5B programmes who are female (%),Mauritania,2005,12.6183,
Percentage of students in tertiary ISCED 5B programmes who are female (%),Mauritania,2006,11.875,
Percentage of students in tertiary ISCED 5B programmes who are female (%),Mauritania,2008,15.2,
Percentage of students in tertiary ISCED 5B programmes who are female (%),Mauritania,2009,10.26316,
Percentage of students in tertiary ISCED 5B programmes who are female (%),Mauritania,2010,11.13924,
Percentage of students in tertiary ISCED 5B programmes who are female (%),Mauritania,2011,12.19512,
Percentage of students in tertiary ISCED 5B programmes who are female (%),Mauritania,2012,15.17241,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Liberia,1999,19.16458,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Liberia,2000,35.16931,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Liberia,2010,34.23364,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Liberia,2012,38.09676,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Benin,1999,21.875,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Benin,2000,21.62162,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Benin,2001,21.73913,ﾇ
Percentage of students in tertiary education who are female (%),Suriname,2002,61.95526,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Namibia,2001,54.08412,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Namibia,2002,61.72429,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Namibia,2003,54.5977,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Namibia,2005,54.96634,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Namibia,2006,43.11033,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Namibia,2008,56.97507,
Percentage of students in tertiary education who are female (%),Romania,1999,51.02668,
Percentage of students in tertiary education who are female (%),Romania,2000,51.82526,
Percentage of students in tertiary education who are female (%),Romania,2001,53.51288,
Percentage of students in tertiary education who are female (%),Romania,2002,54.35101,
Percentage of students in tertiary education who are female (%),Romania,2003,54.30455,
Percentage of students in tertiary education who are female (%),Romania,2004,54.78797,
Percentage of students in tertiary education who are female (%),Romania,2005,54.64181,
Percentage of students in tertiary education who are female (%),Romania,2006,55.42002,
Percentage of students in tertiary education who are female (%),Romania,2007,56.1003,
Percentage of students in tertiary education who are female (%),Romania,2008,56.34645,
Percentage of students in tertiary education who are female (%),Romania,2009,56.28326,
Percentage of students in tertiary education who are female (%),Romania,2010,56.42722,
Percentage of students in tertiary education who are female (%),Romania,2011,55.97769,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Central and Eastern Europe,1999,53.30717,ﾇ
Percentage of students in tertiary ISCED 5A programmes who are female (%),Central and Eastern Europe,2000,53.76506,ﾇ
Percentage of students in tertiary ISCED 5A programmes who are female (%),Central and Eastern Europe,2001,54.38675,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Central and Eastern Europe,2002,54.89009,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Central and Eastern Europe,2003,55.24663,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Central and Eastern Europe,2004,55.6227,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Central and Eastern Europe,2005,55.77458,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Central and Eastern Europe,2006,55.84311,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Central and Eastern Europe,2007,55.91857,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Central and Eastern Europe,2008,56.07687,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Central and Eastern Europe,2009,55.76983,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Central and Eastern Europe,2010,55.52885,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Central and Eastern Europe,2011,55.17692,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Central and Eastern Europe,2012,54.37851,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Congo,1999,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Congo,2000,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Congo,2001,17.28395,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Congo,2002,32,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Congo,2011,22.62211,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Congo,2012,22.06573,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Nauru,1999,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Nauru,2000,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Nauru,2001,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Nauru,2002,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Nauru,2003,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Nauru,2004,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Nauru,2005,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Nauru,2006,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Nauru,2007,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Nauru,2008,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),North America,1999,42.40506,
Percentage of students in tertiary ISCED 6 programmes who are female (%),North America,2000,42.86658,
Percentage of students in tertiary ISCED 6 programmes who are female (%),North America,2001,43.2526,
Percentage of students in tertiary ISCED 6 programmes who are female (%),North America,2002,46.67351,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),North America,2003,49.87877,
Percentage of students in tertiary ISCED 6 programmes who are female (%),North America,2004,50.11571,
Percentage of students in tertiary ISCED 6 programmes who are female (%),North America,2005,50.65221,
Percentage of students in tertiary ISCED 6 programmes who are female (%),North America,2006,51.18067,
Percentage of students in tertiary ISCED 6 programmes who are female (%),North America,2007,51.47754,
Percentage of students in tertiary ISCED 6 programmes who are female (%),North America,2008,49.71365,
Percentage of students in tertiary ISCED 6 programmes who are female (%),North America,2009,49.63676,
Percentage of students in tertiary ISCED 6 programmes who are female (%),North America,2010,49.62722,
Percentage of students in tertiary ISCED 6 programmes who are female (%),North America,2011,49.51267,
Percentage of students in tertiary ISCED 6 programmes who are female (%),North America,2012,49.59922,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Turks and Caicos Islands,2008,50,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Turks and Caicos Islands,2010,,a
Percentage of students in tertiary education who are female (%),Latin America & the Caribbean,1999,53.81779,
Percentage of students in tertiary education who are female (%),Latin America & the Caribbean,2000,54.00267,
Percentage of students in tertiary education who are female (%),Latin America & the Caribbean,2001,53.79858,
Percentage of students in tertiary education who are female (%),Latin America & the Caribbean,2002,54.02642,
Percentage of students in tertiary education who are female (%),Latin America & the Caribbean,2003,54.19546,
Percentage of students in tertiary education who are female (%),Latin America & the Caribbean,2004,54.24605,
Percentage of students in tertiary education who are female (%),Latin America & the Caribbean,2005,54.34075,
Percentage of students in tertiary education who are female (%),Latin America & the Caribbean,2006,54.88722,ﾇ
Percentage of students in tertiary education who are female (%),Latin America & the Caribbean,2007,55.35152,
Percentage of students in tertiary education who are female (%),Latin America & the Caribbean,2008,55.41252,
Percentage of students in tertiary education who are female (%),Latin America & the Caribbean,2009,55.81716,
Percentage of students in tertiary education who are female (%),Latin America & the Caribbean,2010,55.70516,
Percentage of students in tertiary education who are female (%),Latin America & the Caribbean,2011,55.69948,
Percentage of students in tertiary education who are female (%),Latin America & the Caribbean,2012,55.7097,
Percentage of students in tertiary education who are female (%),New Zealand,1999,59.01272,
Percentage of students in tertiary education who are female (%),New Zealand,2000,58.78275,
Percentage of students in tertiary education who are female (%),New Zealand,2001,58.63067,
Percentage of students in tertiary education who are female (%),New Zealand,2002,58.80259,
Percentage of students in tertiary education who are female (%),New Zealand,2003,58.55425,
Percentage of students in tertiary education who are female (%),New Zealand,2004,58.42621,
Percentage of students in tertiary education who are female (%),New Zealand,2005,58.72958,
Percentage of students in tertiary education who are female (%),New Zealand,2006,59.0086,
Percentage of students in tertiary education who are female (%),New Zealand,2007,58.66268,
Percentage of students in tertiary education who are female (%),New Zealand,2008,58.41747,
Percentage of students in tertiary education who are female (%),New Zealand,2009,57.93033,
Percentage of students in tertiary education who are female (%),New Zealand,2010,58.08318,
Percentage of students in tertiary education who are female (%),New Zealand,2011,57.88926,
Percentage of students in tertiary education who are female (%),New Zealand,2012,58.2342,
Percentage of students in tertiary ISCED 5B programmes who are female (%),Swaziland,1999,42.68293,
Percentage of students in tertiary ISCED 5B programmes who are female (%),Swaziland,2000,6.66667,
Percentage of students in tertiary ISCED 5B programmes who are female (%),Swaziland,2002,,a
Percentage of students in tertiary ISCED 5B programmes who are female (%),Swaziland,2003,,a
Percentage of students in tertiary ISCED 5B programmes who are female (%),Swaziland,2004,,a
Percentage of students in tertiary ISCED 5B programmes who are female (%),Swaziland,2005,,a
Percentage of students in tertiary ISCED 5B programmes who are female (%),Swaziland,2006,,a
Percentage of students in tertiary ISCED 5B programmes who are female (%),High income countries,1999,54.724,
Percentage of students in tertiary ISCED 5B programmes who are female (%),High income countries,2000,54.3911,
Percentage of students in tertiary ISCED 5B programmes who are female (%),High income countries,2001,53.94944,
Percentage of students in tertiary ISCED 5B programmes who are female (%),High income countries,2002,54.13985,ﾇ
Percentage of students in tertiary ISCED 5B programmes who are female (%),High income countries,2003,54.30312,
Percentage of students in tertiary ISCED 5B programmes who are female (%),High income countries,2004,55.42827,
Percentage of students in tertiary ISCED 5B programmes who are female (%),High income countries,2005,55.31668,
Percentage of students in tertiary ISCED 5B programmes who are female (%),High income countries,2006,55.26266,
Percentage of students in tertiary ISCED 5B programmes who are female (%),High income countries,2007,55.06871,
Percentage of students in tertiary ISCED 5B programmes who are female (%),High income countries,2008,55.63574,
Percentage of students in tertiary ISCED 5B programmes who are female (%),High income countries,2009,55.9894,
Percentage of students in tertiary ISCED 5B programmes who are female (%),High income countries,2010,56.0782,
Percentage of students in tertiary ISCED 5B programmes who are female (%),High income countries,2011,55.98696,
Percentage of students in tertiary ISCED 5B programmes who are female (%),High income countries,2012,55.68446,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mozambique,1999,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mozambique,2000,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mozambique,2001,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mozambique,2002,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mozambique,2003,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mozambique,2004,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mozambique,2005,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mozambique,2006,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mozambique,2007,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mozambique,2008,29.62963,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mozambique,2009,25,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mozambique,2011,30.85514,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Africa,1999,31.732,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Africa,2000,32.00452,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Africa,2001,32.60436,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Africa,2002,32.3477,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Africa,2003,33.46761,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Africa,2004,35.29989,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Africa,2005,35.42212,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Africa,2006,34.90706,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Africa,2007,28.46102,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Africa,2008,35.90218,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Africa,2009,36.19752,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Africa,2010,34.09713,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Africa,2011,35.65471,ﾇ
Percentage of students in tertiary ISCED 5 programmes who are female (%),Belize,2010,61.67237,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Belize,2011,62.53634,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Belize,2012,62.3913,
Percentage of students in tertiary education who are female (%),Croatia,1999,52.90075,
Percentage of students in tertiary education who are female (%),Croatia,2000,52.70873,
Percentage of students in tertiary education who are female (%),Croatia,2001,52.45085,
Percentage of students in tertiary education who are female (%),Croatia,2002,52.45208,
Percentage of students in tertiary education who are female (%),Croatia,2003,53.19416,
Percentage of students in tertiary education who are female (%),Croatia,2005,53.8453,
Percentage of students in tertiary education who are female (%),Croatia,2006,54.13111,
Percentage of students in tertiary education who are female (%),Croatia,2007,54.06083,
Percentage of students in tertiary education who are female (%),Croatia,2008,54.60079,
Percentage of students in tertiary education who are female (%),Croatia,2009,55.02017,
Percentage of students in tertiary education who are female (%),Croatia,2010,56.30585,
Percentage of students in tertiary education who are female (%),Croatia,2011,57.32463,
Percentage of students in tertiary education who are female (%),Croatia,2012,56.67402,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Eritrea,1999,13.52028,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Eritrea,2000,14.31681,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Eritrea,2001,13.40599,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Eritrea,2002,13.40113,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Eritrea,2004,13.13964,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Eritrea,2010,27.41091,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Central African Republic,1999,16.08605,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Central African Republic,2000,16.24229,ﾇ
Percentage of students in tertiary ISCED 5 programmes who are female (%),Central African Republic,2006,22.4563,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Central African Republic,2010,24.52052,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Central African Republic,2012,25.5151,
Percentage of students in tertiary education who are female (%),Georgia,1999,51.97904,
Percentage of students in tertiary education who are female (%),Georgia,2000,49.1937,
Percentage of students in tertiary education who are female (%),Georgia,2001,48.95361,
Percentage of students in tertiary education who are female (%),Georgia,2002,49.8317,
Percentage of students in tertiary education who are female (%),Georgia,2003,48.78259,
Percentage of students in tertiary education who are female (%),Georgia,2004,50.53528,
Percentage of students in tertiary education who are female (%),Georgia,2005,50.40659,
Percentage of students in tertiary education who are female (%),Georgia,2006,52.44601,
Percentage of students in tertiary education who are female (%),Georgia,2007,52.03923,
Percentage of students in tertiary education who are female (%),Georgia,2008,54.10541,+
Percentage of students in tertiary education who are female (%),Georgia,2009,54.94671,
Percentage of students in tertiary education who are female (%),Georgia,2010,55.25942,
Percentage of students in tertiary education who are female (%),Georgia,2011,54.30231,
Percentage of students in tertiary education who are female (%),Georgia,2012,55.92195,
Percentage of students in tertiary education who are female (%),Anguilla,1999,,a
Percentage of students in tertiary education who are female (%),Anguilla,2000,,a
Percentage of students in tertiary education who are female (%),Anguilla,2001,,a
Percentage of students in tertiary education who are female (%),Anguilla,2002,,a
Percentage of students in tertiary education who are female (%),Anguilla,2003,100,
Percentage of students in tertiary education who are female (%),Anguilla,2004,80.95238,
Percentage of students in tertiary education who are female (%),Anguilla,2005,75.75758,
Percentage of students in tertiary education who are female (%),Anguilla,2006,82.97872,
Percentage of students in tertiary education who are female (%),Anguilla,2007,83.33333,
Percentage of students in tertiary education who are female (%),Anguilla,2008,83.33333,
Percentage of students in tertiary education who are female (%),Southern Asia,1999,37.56135,ﾇ
Percentage of students in tertiary education who are female (%),Southern Asia,2000,38.26417,
Percentage of students in tertiary education who are female (%),Southern Asia,2001,39.35654,
Percentage of students in tertiary education who are female (%),Southern Asia,2002,39.78675,
Percentage of students in tertiary education who are female (%),Southern Asia,2003,39.64621,
Percentage of students in tertiary education who are female (%),Southern Asia,2004,39.72392,
Percentage of students in tertiary education who are female (%),Southern Asia,2005,41.02311,
Percentage of students in tertiary education who are female (%),Southern Asia,2006,41.52516,
Percentage of students in tertiary education who are female (%),Southern Asia,2007,41.13953,
Percentage of students in tertiary education who are female (%),Southern Asia,2008,41.35801,ﾇ
Percentage of students in tertiary education who are female (%),Southern Asia,2009,41.12525,
Percentage of students in tertiary education who are female (%),Southern Asia,2010,41.62806,
Percentage of students in tertiary education who are female (%),Southern Asia,2011,42.9194,
Percentage of students in tertiary education who are female (%),Southern Asia,2012,43.01288,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Argentina,1999,60.00674,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Argentina,2000,58.04453,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),Argentina,2001,56.0931,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Argentina,2002,57.25342,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Argentina,2003,57.23512,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Argentina,2004,56.35192,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Argentina,2005,56.21361,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Argentina,2006,56.65441,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Argentina,2007,53.55828,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Argentina,2008,53.14982,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Argentina,2009,54.47635,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Argentina,2010,56.09382,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Argentina,2011,57.0931,
Percentage of students in tertiary education who are female (%),Sweden,1999,57.57899,
Percentage of students in tertiary education who are female (%),Sweden,2000,58.22278,
Percentage of students in tertiary education who are female (%),Sweden,2001,59.06597,
Percentage of students in tertiary education who are female (%),Sweden,2002,59.47013,
Percentage of students in tertiary education who are female (%),Sweden,2003,59.58925,
Percentage of students in tertiary education who are female (%),Sweden,2004,59.55291,
Percentage of students in tertiary education who are female (%),Sweden,2005,59.59955,
Percentage of students in tertiary education who are female (%),Sweden,2006,59.5773,
Percentage of students in tertiary education who are female (%),Sweden,2007,59.91975,
Percentage of students in tertiary education who are female (%),Sweden,2008,60.29041,
Percentage of students in tertiary education who are female (%),Sweden,2009,60.13536,
Percentage of students in tertiary education who are female (%),Sweden,2010,59.40091,
Percentage of students in tertiary education who are female (%),Sweden,2011,59.10491,
Percentage of students in tertiary education who are female (%),Sweden,2012,59.71438,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Rwanda,1999,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Rwanda,2001,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Rwanda,2002,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Rwanda,2003,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Rwanda,2004,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Rwanda,2009,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Rwanda,2010,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Rwanda,2011,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Rwanda,2012,,a
Percentage of students in tertiary ISCED 5B programmes who are female (%),Liechtenstein,2003,,a
Percentage of students in tertiary ISCED 5B programmes who are female (%),Liechtenstein,2004,,a
Percentage of students in tertiary ISCED 5B programmes who are female (%),Liechtenstein,2005,,a
Percentage of students in tertiary ISCED 5B programmes who are female (%),Liechtenstein,2006,,a
Percentage of students in tertiary ISCED 5B programmes who are female (%),Liechtenstein,2007,,a
Percentage of students in tertiary ISCED 5B programmes who are female (%),Liechtenstein,2008,,a
Percentage of students in tertiary ISCED 5B programmes who are female (%),Liechtenstein,2009,,a
Percentage of students in tertiary ISCED 5B programmes who are female (%),Liechtenstein,2010,,a
Percentage of students in tertiary ISCED 5B programmes who are female (%),Liechtenstein,2011,,a
Percentage of students in tertiary ISCED 5 programmes who are female (%),Sierra Leone,2000,45.21056,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Sierra Leone,2001,28.56502,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Sierra Leone,2002,28.76894,ﾇ
Percentage of students in tertiary education who are female (%),Sub-Saharan Africa,1999,39.27246,ﾇ
Percentage of students in tertiary education who are female (%),Sub-Saharan Africa,2000,39.08968,ﾇ
Percentage of students in tertiary education who are female (%),Sub-Saharan Africa,2001,38.69561,ﾇ
Percentage of students in tertiary education who are female (%),Sub-Saharan Africa,2002,38.65914,ﾇ
Percentage of students in tertiary education who are female (%),Sub-Saharan Africa,2003,38.25449,ﾇ
Percentage of students in tertiary education who are female (%),Sub-Saharan Africa,2004,38.45392,
Percentage of students in tertiary education who are female (%),Sub-Saharan Africa,2005,38.44187,
Percentage of students in tertiary education who are female (%),Sub-Saharan Africa,2006,38.42193,ﾇ
Percentage of students in tertiary education who are female (%),Sub-Saharan Africa,2007,38.52125,ﾇ
Percentage of students in tertiary education who are female (%),Sub-Saharan Africa,2008,38.15237,ﾇ
Percentage of students in tertiary education who are female (%),Sub-Saharan Africa,2009,38.32272,ﾇ
Percentage of students in tertiary education who are female (%),Sub-Saharan Africa,2010,37.82143,ﾇ
Percentage of students in tertiary education who are female (%),Sub-Saharan Africa,2011,37.29487,ﾇ
Percentage of students in tertiary education who are female (%),Sub-Saharan Africa,2012,37.72577,ﾇ
Percentage of students in tertiary ISCED 5B programmes who are female (%),Zambia,1999,23.2984,ﾇ
Percentage of students in tertiary ISCED 5B programmes who are female (%),Zambia,2000,23.29806,ﾇ
Percentage of students in tertiary ISCED 5 programmes who are female (%),Iceland,1999,62.21275,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Iceland,2000,61.96497,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Iceland,2001,62.7985,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Iceland,2002,63.23402,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Iceland,2003,63.69719,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Iceland,2004,64.56102,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Iceland,2005,64.96176,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Iceland,2006,64.40732,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Iceland,2007,64.23175,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Iceland,2008,64.55673,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Iceland,2009,64.37459,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Iceland,2010,63.55846,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Iceland,2011,62.33462,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Namibia,2001,45.64614,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Namibia,2002,57.89569,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Namibia,2003,53.20486,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Namibia,2005,46.7569,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Namibia,2006,46.73707,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Namibia,2008,57.00978,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Turks and Caicos Islands,2008,50,
Percentage of students in tertiary ISCED 5 programmes who are female (%),Turks and Caicos Islands,2010,60,
Percentage of students in tertiary education who are female (%),Central African Republic,1999,16.08605,
Percentage of students in tertiary education who are female (%),Central African Republic,2000,16.24229,
Percentage of students in tertiary education who are female (%),Central African Republic,2006,22.4563,
Percentage of students in tertiary education who are female (%),Central African Republic,2008,26.40135,
Percentage of students in tertiary education who are female (%),Central African Republic,2009,30.52652,
Percentage of students in tertiary education who are female (%),Central African Republic,2010,24.52052,
Percentage of students in tertiary education who are female (%),Central African Republic,2012,26.90465,
Percentage of students in tertiary education who are female (%),Palau,2000,69.01173,ﾇ
Percentage of students in tertiary education who are female (%),Palau,2001,63.54167,
Percentage of students in tertiary education who are female (%),Palau,2002,63.42975,ﾇ
Percentage of students in tertiary education who are female (%),Palau,2013,58.16918,
Percentage of students in tertiary education who are female (%),Niue,1999,,a
Percentage of students in tertiary education who are female (%),Niue,2000,,a
Percentage of students in tertiary education who are female (%),Niue,2001,,a
Percentage of students in tertiary education who are female (%),Niue,2002,,a
